n,ila
10551,-77337
10552,58185
10553,67541
10554,-104512
10555,-24969
10556,90429
10557,-37746
10558,-69639
10559,82605
10560,55765
10561,-84624
10562,-5624
10563,86253
10564,-41369
10565,-63342
10566,97317
10567,32142
10568,-89762
10569,26471
10570,48361
10571,-60435
10572,-46221
10573,81537
10574,31645
10575,-91806
10576,38031
10577,63050
10578,-86831
10579,-7842
10580,97540
10581,-26000
10582,-75829
10583,81963
10584,40810
10585,-114953
10586,40761
10587,108723
10588,-85533
10589,-47450
10590,109023
10591,-2751
10592,-90898
10593,63166
10594,88459
10595,-96374
10596,-26988
10597,116299
10598,-53798
10599,-92182
10600,87155
10601,28440
10602,-82955
10603,27800
10604,73597
10605,-51022
10606,-58153
10607,82855
10608,11773
10609,-100834
10610,36520
10611,72802
10612,-96150
10613,-25022
10614,122686
10615,-43143
10616,-78077
10617,88308
10618,44368
10619,-82233
10620,7400
10621,97155
10622,-50143
10623,-61542
10624,99769
10625,12589
10626,-105214
10627,40278
10628,95400
10629,-74121
10630,-32654
10631,120620
10632,-15193
10633,-86459
10634,81364
10635,48887
10636,-89849
10637,5617
10638,91076
10639,-49706
10640,-57584
10641,99369
10642,2028
10643,-106258
10644,52089
10645,87905
10646,-78953
10647,-46094
10648,95120
10649,-14155
10650,-94323
10651,62384
10652,63128
10653,-89628
10654,-2673
10655,99586
10656,-53151
10657,-45865
10658,117461
10659,13653
10660,-94427
10661,46659
10662,64384
10663,-88780
10664,-20757
10665,106228
10666,-28567
10667,-87645
10668,63278
10669,32739
10670,-99069
10671,10036
10672,78000
10673,-72812
10674,-44862
10675,96494
10676,-9876
10677,-83559
10678,63188
10679,55654
10680,-95843
10681,-22874
10682,77119
10683,-49681
10684,-56754
10685,77007
10686,-1114
10687,-105396
10688,23596
10689,79155
10690,-70509
10691,-43486
10692,98929
10693,-12580
10694,-104074
10695,67292
10696,66770
10697,-98537
10698,9705
10699,110435
10700,-58261
10701,-59826
10702,89263
10703,-17197
10704,-124443
10705,45192
10706,85717
10707,-95656
10708,-44813
10709,105602
10710,-2180
10711,-62584
10712,79455
10713,36949
10714,-104053
10715,727
10716,75543
10717,-73863
10718,-47064
10719,112435
10720,382
10721,-93379
10722,55894
10723,33634
10724,-104851
10725,5791
10726,93292
10727,-63355
10728,-73828
10729,94968
10730,23092
10731,-110532
10732,29566
10733,74297
10734,-94903
10735,-25006
10736,113362
10737,-37015
10738,-87222
10739,77623
10740,27409
10741,-105497
10742,24041
10743,89393
10744,-64102
10745,-27006
10746,104837
10747,-8189
10748,-90068
10749,43218
10750,38208
10751,-94909
10752,8058
10753,89559
10754,-74808
10755,-56267
10756,92028
10757,-13424
10758,-96066
10759,62926
10760,74348
10761,-87468
10762,-10041
10763,96408
10764,-55022
10765,-68960
10766,85906
10767,4
10768,-104242
10769,36899
10770,60828
10771,-85850
10772,-16154
10773,97080
10774,-46629
10775,-72981
10776,85372
10777,14530
10778,-108135
10779,31473
10780,84264
10781,-79014
10782,-28314
10783,106470
10784,-29850
10785,-83393
10786,92539
10787,53795
10788,-91480
10789,33860
10790,87271
10791,-76429
10792,-39248
10793,87129
10794,-27638
10795,-84157
10796,65242
10797,44290
10798,-83478
10799,20608
10800,93718
10801,-65129
10802,-45948
10803,105528
10804,-5923
10805,-91406
10806,64288
10807,46632
10808,-89993
10809,15611
10810,84586
10811,-58178
10812,-41353
10813,98651
10814,4479
10815,-94750
10816,51489
10817,54665
10818,-97012
10819,1829
10820,82149
10821,-71885
10822,-51448
10823,100760
10824,-3338
10825,-93418
10826,63112
10827,47253
10828,-88569
10829,18359
10830,87368
10831,-60807
10832,-43974
10833,106901
10834,6370
10835,-92932
10836,52148
10837,47520
10838,-95528
10839,-8923
10840,86399
10841,-55887
10842,-62829
10843,90122
10844,1412
10845,-90541
10846,30327
10847,46475
10848,-71382
10849,8531
10850,103626
10851,-69279
10852,-66025
10853,103949
10854,12574
10855,-74505
10856,58200
10857,68538
10858,-74110
10859,6169
10860,101602
10861,-47019
10862,-52794
10863,101644
10864,7405
10865,-111992
10866,61016
10867,75556
10868,-111880
10869,-1397
10870,111899
10871,-64096
10872,-69634
10873,98182
10874,-5823
10875,-98939
10876,75804
10877,60242
10878,-96397
10879,7861
10880,87343
10881,-72844
10882,-59256
10883,100701
10884,-3355
10885,-91329
10886,63227
10887,49016
10888,-93277
10889,14469
10890,87504
10891,-73810
10892,-52970
10893,104223
10894,-13927
10895,-94170
10896,95841
10897,53732
10898,-104681
10899,37950
10900,93316
10901,-84478
10902,-33574
10903,108123
10904,-25728
10905,-77303
10906,70802
10907,19913
10908,-92284
10909,35378
10910,83335
10911,-65999
10912,-19092
10913,89851
10914,-44514
10915,-68985
10916,93605
10917,12530
10918,-110258
10919,42897
10920,72651
10921,-92381
10922,-29522
10923,88297
10924,-40366
10925,-67945
10926,86940
10927,10650
10928,-96322
10929,59189
10930,61025
10931,-92452
10932,-4633
10933,85692
10934,-59766
10935,-57419
10936,99548
10937,-16096
10938,-100736
10939,74321
10940,45403
10941,-112719
10942,9443
10943,93210
10944,-76227
10945,-32990
10946,111953
10947,-17153
10948,-87852
10949,68910
10950,36342
10951,-92883
10952,42301
10953,89126
10954,-71842
10955,-23092
10956,99091
10957,-39722
10958,-77447
10959,79991
10960,-1750
10961,-106792
10962,55324
10963,59867
10964,-105218
10965,-8567
10966,86162
10967,-63646
10968,-60692
10969,98114
10970,-905
10971,-102646
10972,60828
10973,64327
10974,-97279
10975,-2131
10976,84787
10977,-76399
10978,-36338
10979,94979
10980,-30759
10981,-73095
10982,86139
10983,24192
10984,-107101
10985,40697
10986,68006
10987,-96858
10988,-16275
10989,83127
10990,-57727
10991,-62900
10992,82813
10993,-58
10994,-94099
10995,70408
10996,66677
10997,-100257
10998,20633
10999,103202
11000,-81938
11001,-44736
11002,114979
11003,-21290
11004,-82911
11005,74977
11006,16940
11007,-96591
11008,44384
11009,81684
11010,-79242
11011,-15757
11012,90084
11013,-61338
11014,-78256
11015,76214
11016,-8832
11017,-99463
11018,72935
11019,62389
11020,-99491
11021,18161
11022,95686
11023,-76272
11024,-36674
11025,101351
11026,-37893
11027,-81533
11028,82939
11029,23060
11030,-88501
11031,53721
11032,65898
11033,-93999
11034,-3149
11035,104373
11036,-40515
11037,-41123
11038,104652
11039,-3058
11040,-87418
11041,77321
11042,43583
11043,-110390
11044,24071
11045,77580
11046,-92829
11047,-31195
11048,101744
11049,-33801
11050,-71416
11051,88326
11052,2480
11053,-108154
11054,54903
11055,50423
11056,-96664
11057,16610
11058,92869
11059,-73343
11060,-44079
11061,102049
11062,-13101
11063,-61024
11064,88947
11065,33000
11066,-93550
11067,47246
11068,63147
11069,-93019
11070,2149
11071,88778
11072,-71265
11073,-59132
11074,90426
11075,-19119
11076,-86366
11077,83966
11078,47782
11079,-97420
11080,14792
11081,56772
11082,-72825
11083,-6652
11084,93935
11085,-35411
11086,-52150
11087,86463
11088,-5026
11089,-92187
11090,52610
11091,43610
11092,-93520
11093,16076
11094,74613
11095,-83731
11096,-11834
11097,104442
11098,-44447
11099,-54178
11100,81250
11101,-12725
11102,-89693
11103,35281
11104,31530
11105,-99210
11106,9504
11107,88517
11108,-84433
11109,-26155
11110,97878
11111,-59038
11112,-62908
11113,101654
11114,4365
11115,-91575
11116,75495
11117,53878
11118,-106870
11119,18934
11120,84758
11121,-90221
11122,-29651
11123,86077
11124,-57797
11125,-68759
11126,90095
11127,-163
11128,-97730
11129,65326
11130,53136
11131,-100450
11132,23647
11133,96431
11134,-96153
11135,-24982
11136,118884
11137,-42720
11138,-65086
11139,102494
11140,23470
11141,-93134
11142,62361
11143,52580
11144,-101781
11145,25542
11146,78560
11147,-80817
11148,-36053
11149,86884
11150,-38830
11151,-75386
11152,96344
11153,21450
11154,-92246
11155,77129
11156,75170
11157,-95466
11158,28722
11159,86731
11160,-83929
11161,-4786
11162,115296
11163,-56393
11164,-56580
11165,98803
11166,-5460
11167,-75914
11168,74049
11169,36655
11170,-109926
11171,18303
11172,52310
11173,-101167
11174,-15710
11175,83570
11176,-68108
11177,-52806
11178,76038
11179,-32156
11180,-92727
11181,66809
11182,33677
11183,-100628
11184,54627
11185,58997
11186,-103758
11187,11739
11188,81256
11189,-67007
11190,-25750
11191,93416
11192,-31456
11193,-72818
11194,97686
11195,10940
11196,-112160
11197,55632
11198,30961
11199,-114808
11200,28423
11201,82342
11202,-75051
11203,-22067
11204,99429
11205,-40715
11206,-54975
11207,106230
11208,-1048
11209,-86816
11210,78463
11211,40805
11212,-105415
11213,32834
11214,61523
11215,-88964
11216,310
11217,111708
11218,-58295
11219,-41530
11220,107543
11221,-21221
11222,-74267
11223,81905
11224,16173
11225,-101013
11226,58308
11227,45322
11228,-112304
11229,15741
11230,84441
11231,-86602
11232,-37492
11233,88750
11234,-46037
11235,-58280
11236,111086
11237,-8604
11238,-83992
11239,98665
11240,45168
11241,-95793
11242,34736
11243,62403
11244,-87715
11245,17211
11246,94634
11247,-70889
11248,-32943
11249,97666
11250,-44421
11251,-74248
11252,97250
11253,4918
11254,-92169
11255,66220
11256,39336
11257,-92527
11258,50703
11259,90861
11260,-71692
11261,4858
11262,92838
11263,-54577
11264,-40835
11265,93290
11266,-22491
11267,-85771
11268,73825
11269,14099
11270,-106565
11271,58138
11272,59089
11273,-105458
11274,24791
11275,76970
11276,-83215
11277,-7795
11278,100777
11279,-54238
11280,-55223
11281,109143
11282,-4415
11283,-68861
11284,87368
11285,23941
11286,-105056
11287,58714
11288,53235
11289,-107638
11290,28422
11291,77345
11292,-81240
11293,-22749
11294,92477
11295,-49887
11296,-47778
11297,109015
11298,-6000
11299,-75440
11300,81752
11301,22715
11302,-85593
11303,70879
11304,62894
11305,-101327
11306,7144
11307,63993
11308,-97164
11309,-18954
11310,91779
11311,-67529
11312,-64827
11313,95441
11314,-17956
11315,-72387
11316,80810
11317,9670
11318,-105595
11319,59819
11320,58162
11321,-87202
11322,44539
11323,80319
11324,-70139
11325,-21484
11326,88653
11327,-50026
11328,-47132
11329,102786
11330,-43195
11331,-93057
11332,83144
11333,-6748
11334,-91731
11335,75901
11336,49961
11337,-79477
11338,28069
11339,73542
11340,-95110
11341,-11125
11342,101230
11343,-61768
11344,-25093
11345,84430
11346,-56339
11347,-81631
11348,86865
11349,15972
11350,-81687
11351,73908
11352,32971
11353,-102904
11354,48910
11355,58011
11356,-123069
11357,-7078
11358,78680
11359,-74952
11360,-5977
11361,119647
11362,-29207
11363,-34807
11364,119531
11365,-33313
11366,-89570
11367,73256
11368,6283
11369,-72840
11370,58209
11371,56555
11372,-92487
11373,23587
11374,83444
11375,-94378
11376,-13339
11377,87437
11378,-76146
11379,-26318
11380,96705
11381,-53613
11382,-72013
11383,77567
11384,6026
11385,-89608
11386,80251
11387,40735
11388,-90652
11389,68371
11390,58830
11391,-103035
11392,19331
11393,75766
11394,-103004
11395,-20182
11396,86178
11397,-61264
11398,-52938
11399,77972
11400,-42510
11401,-67340
11402,106263
11403,9709
11404,-91313
11405,61983
11406,26660
11407,-106579
11408,41038
11409,53654
11410,-101029
11411,18488
11412,89851
11413,-65095
11414,-1032
11415,107994
11416,-63381
11417,-60329
11418,100483
11419,-31387
11420,-74074
11421,86621
11422,-6755
11423,-94281
11424,70043
11425,40456
11426,-94605
11427,45670
11428,51944
11429,-106611
11430,2579
11431,71642
11432,-81844
11433,-17170
11434,103267
11435,-77476
11436,-64716
11437,83695
11438,-37685
11439,-60286
11440,101559
11441,3145
11442,-87843
11443,67646
11444,24058
11445,-101062
11446,51772
11447,77045
11448,-99740
11449,45063
11450,87651
11451,-86593
11452,3081
11453,89055
11454,-60504
11455,-29670
11456,96085
11457,-46630
11458,-52920
11459,97962
11460,-23656
11461,-84084
11462,72528
11463,7427
11464,-93334
11465,49741
11466,48221
11467,-94135
11468,36045
11469,77714
11470,-91608
11471,8909
11472,82553
11473,-56758
11474,-11939
11475,93865
11476,-40067
11477,-48690
11478,95374
11479,-21855
11480,-60250
11481,81976
11482,-5094
11483,-82877
11484,69254
11485,37675
11486,-94938
11487,49137
11488,52121
11489,-103250
11490,46670
11491,69895
11492,-92448
11493,27125
11494,77733
11495,-85317
11496,-17142
11497,77193
11498,-67950
11499,-48300
11500,100670
11501,-31389
11502,-66270
11503,117392
11504,-175
11505,-95659
11506,78580
11507,16948
11508,-109946
11509,42099
11510,45864
11511,-103575
11512,22017
11513,69696
11514,-92601
11515,6534
11516,95536
11517,-78161
11518,-25212
11519,111815
11520,-52873
11521,-66589
11522,97481
11523,-36588
11524,-70921
11525,103141
11526,5268
11527,-70325
11528,80963
11529,25636
11530,-93666
11531,62034
11532,58817
11533,-94565
11534,45709
11535,76411
11536,-95916
11537,11475
11538,92121
11539,-79738
11540,-9152
11541,114614
11542,-53033
11543,-35325
11544,104617
11545,-42748
11546,-70803
11547,95535
11548,-3321
11549,-66866
11550,94043
11551,5043
11552,-111170
11553,57936
11554,39142
11555,-91306
11556,52667
11557,65831
11558,-104867
11559,19679
11560,69969
11561,-103186
11562,-5753
11563,86780
11564,-61670
11565,-1070
11566,117863
11567,-56418
11568,-51174
11569,90532
11570,-33237
11571,-57816
11572,102249
11573,-6434
11574,-71358
11575,84403
11576,3120
11577,-104939
11578,43584
11579,40108
11580,-112880
11581,42641
11582,59637
11583,-117572
11584,23177
11585,67346
11586,-98511
11587,-381
11588,68031
11589,-95515
11590,-30747
11591,78195
11592,-74914
11593,-39681
11594,110194
11595,-30741
11596,-54984
11597,93400
11598,-24024
11599,-75972
11600,81819
11601,-1664
11602,-99006
11603,76386
11604,31760
11605,-85038
11606,55762
11607,44968
11608,-97131
11609,36654
11610,60262
11611,-114548
11612,13810
11613,78913
11614,-87637
11615,-17491
11616,73383
11617,-73701
11618,-23375
11619,84347
11620,-78802
11621,-64941
11622,92635
11623,-34246
11624,-69653
11625,84282
11626,-36076
11627,-91734
11628,101169
11629,19688
11630,-79378
11631,71428
11632,8821
11633,-96475
11634,62345
11635,46631
11636,-83150
11637,45928
11638,64653
11639,-103372
11640,6359
11641,70025
11642,-89746
11643,-11211
11644,87867
11645,-77425
11646,-12365
11647,104221
11648,-76901
11649,-37796
11650,98946
11651,-37333
11652,-46035
11653,108531
11654,-9859
11655,-55158
11656,100988
11657,-11674
11658,-87664
11659,81129
11660,6412
11661,-82964
11662,62234
11663,20882
11664,-95964
11665,43693
11666,63342
11667,-99306
11668,35977
11669,60842
11670,-94840
11671,35991
11672,77122
11673,-87957
11674,-6273
11675,73557
11676,-83442
11677,-24634
11678,95384
11679,-51370
11680,-40691
11681,98191
11682,-46028
11683,-51844
11684,105669
11685,-30523
11686,-71265
11687,87927
11688,-20152
11689,-86385
11690,109033
11691,8822
11692,-100446
11693,85950
11694,28158
11695,-95040
11696,60759
11697,30572
11698,-91153
11699,43967
11700,46847
11701,-107899
11702,11045
11703,68263
11704,-96526
11705,23315
11706,87196
11707,-73815
11708,7351
11709,87963
11710,-63101
11711,-21688
11712,83650
11713,-79177
11714,-52209
11715,98637
11716,-46102
11717,-45268
11718,115936
11719,-18066
11720,-55203
11721,94725
11722,-28873
11723,-67576
11724,95139
11725,-18293
11726,-105138
11727,63868
11728,2890
11729,-83588
11730,77282
11731,37125
11732,-104514
11733,53295
11734,54513
11735,-103963
11736,47877
11737,70773
11738,-93836
11739,31552
11740,70189
11741,-99009
11742,21560
11743,67353
11744,-102478
11745,-4320
11746,93927
11747,-59334
11748,-23787
11749,90041
11750,-64736
11751,-37791
11752,92889
11753,-66790
11754,-52770
11755,93171
11756,-31886
11757,-42271
11758,93004
11759,-17459
11760,-61111
11761,81890
11762,-13049
11763,-77627
11764,74062
11765,6479
11766,-76815
11767,66436
11768,9382
11769,-107165
11770,67613
11771,35281
11772,-106140
11773,59020
11774,34963
11775,-98637
11776,49079
11777,42704
11778,-102703
11779,20223
11780,43542
11781,-112667
11782,9517
11783,86049
11784,-75813
11785,13460
11786,87705
11787,-84328
11788,-8733
11789,87205
11790,-87324
11791,-27600
11792,89013
11793,-87573
11794,-36582
11795,107522
11796,-52479
11797,-32597
11798,105854
11799,-40988
11800,-41189
11801,94488
11802,-37160
11803,-57346
11804,94000
11805,-9002
11806,-71012
11807,89794
11808,-14057
11809,-89895
11810,98555
11811,8421
11812,-84350
11813,94927
11814,20872
11815,-85534
11816,63352
11817,16526
11818,-96679
11819,46374
11820,39064
11821,-113252
11822,48426
11823,53758
11824,-97273
11825,50239
11826,43521
11827,-93802
11828,31914
11829,72538
11830,-82285
11831,24500
11832,78466
11833,-92165
11834,17594
11835,80447
11836,-93559
11837,7483
11838,95359
11839,-80454
11840,684
11841,105578
11842,-63742
11843,-15399
11844,100403
11845,-61534
11846,-25535
11847,96684
11848,-70868
11849,-49209
11850,90056
11851,-50001
11852,-36447
11853,103280
11854,-46567
11855,-56859
11856,83707
11857,-61311
11858,-62735
11859,98366
11860,-30075
11861,-56320
11862,105778
11863,-9409
11864,-80848
11865,75040
11866,-6912
11867,-77947
11868,80473
11869,22480
11870,-89469
11871,66701
11872,23212
11873,-94111
11874,80105
11875,21458
11876,-107500
11877,64872
11878,39621
11879,-85395
11880,75145
11881,43712
11882,-98484
11883,52252
11884,49881
11885,-103472
11886,42679
11887,56845
11888,-109166
11889,40271
11890,61771
11891,-97831
11892,25084
11893,61270
11894,-98718
11895,27357
11896,82694
11897,-92358
11898,8471
11899,58077
11900,-94867
11901,19261
11902,91369
11903,-62373
11904,3901
11905,71936
11906,-78784
11907,-27071
11908,78767
11909,-79237
11910,-12708
11911,100401
11912,-68323
11913,-4136
11914,91162
11915,-58240
11916,-20877
11917,92723
11918,-64714
11919,-37558
11920,95100
11921,-71527
11922,-60235
11923,89491
11924,-50574
11925,-44478
11926,102515
11927,-45875
11928,-47980
11929,92382
11930,-40770
11931,-62695
11932,69898
11933,-37155
11934,-63460
11935,79558
11936,-14032
11937,-72337
11938,92234
11939,-31213
11940,-68082
11941,119443
11942,-37996
11943,-75373
11944,71183
11945,-52949
11946,-76544
11947,96443
11948,-7878
11949,-71170
11950,89457
11951,1066
11952,-70403
11953,79218
11954,2102
11955,-93754
11956,72475
11957,-1121
11958,-85980
11959,85242
11960,5315
11961,-76283
11962,83237
11963,-7551
11964,-87105
11965,68887
11966,-307
11967,-89537
11968,76681
11969,23644
11970,-117274
11971,72871
11972,6420
11973,-117604
11974,76390
11975,29912
11976,-79936
11977,65646
11978,27682
11979,-101171
11980,46922
11981,33633
11982,-96002
11983,67406
11984,28590
11985,-101282
11986,59366
11987,40945
11988,-94258
11989,54385
11990,53211
11991,-105492
11992,49967
11993,48785
11994,-103600
11995,51273
11996,41756
11997,-100718
11998,52394
11999,47740
12000,-84918
12001,60129
12002,47578
12003,-99665
12004,41813
12005,57724
12006,-98084
12007,35405
12008,51544
12009,-111149
12010,28489
12011,67939
12012,-89549
12013,29102
12014,54658
12015,-93122
12016,32450
12017,63885
12018,-77060
12019,21927
12020,68845
12021,-83917
12022,31946
12023,72415
12024,-104905
12025,17210
12026,59687
12027,-103460
12028,35612
12029,68226
12030,-110390
12031,32322
12032,70880
12033,-74023
12034,59420
12035,73448
12036,-78563
12037,25367
12038,59740
12039,-94349
12040,3968
12041,72394
12042,-82389
12043,35789
12044,68272
12045,-92314
12046,37443
12047,72055
12048,-82190
12049,37890
12050,60969
12051,-101397
12052,31516
12053,68749
12054,-94806
12055,36792
12056,71109
12057,-83900
12058,30652
12059,72909
12060,-81776
12061,4817
12062,57202
12063,-80298
12064,22612
12065,62680
12066,-101600
12067,18871
12068,48395
12069,-89588
12070,28565
12071,57427
12072,-83136
12073,15639
12074,70735
12075,-78583
12076,28765
12077,79683
12078,-94103
12079,35782
12080,70648
12081,-99873
12082,36575
12083,48372
12084,-100791
12085,27659
12086,41742
12087,-119568
12088,48054
12089,46434
12090,-91801
12091,68132
12092,54644
12093,-109549
12094,61585
12095,45949
12096,-108876
12097,63223
12098,33264
12099,-99772
12100,44319
12101,41399
12102,-98015
12103,43779
12104,52888
12105,-96763
12106,38394
12107,38860
12108,-108223
12109,48028
12110,41385
12111,-94831
